"row","col","size","circularity","flags","present"
1,1,376,0.9068,"",1
1,2,345,0.9868,"",1
1,3,297,0.9198,"",1
1,4,309,0.9748,"",1
1,5,260,0.9618,"",1
1,6,281,0.9032,"",1
1,7,260,0.9814,"",1
1,8,290,0.9758,"",1
1,9,246,0.91,"",1
1,10,282,0.815,"",1
1,11,253,0.9098,"",1
1,12,264,0.8329,"",1
1,13,164,1.0191,"",1
1,14,164,1.0191,"",1
1,15,0,NA,"",0
1,16,221,1.0027,"",1
1,17,255,0.9433,"",1
1,18,291,0.8944,"",1
1,19,0,NA,"",0
1,20,0,NA,"",0
1,21,0,NA,"",0
1,22,0,NA,"",0
1,23,0,NA,"",0
1,24,0,NA,"",0
2,1,357,0.9789,"",1
2,2,328,0.9085,"",1
2,3,286,0.9889,"",1
2,4,291,0.9426,"",1
2,5,265,0.9885,"",1
2,6,277,0.9767,"",1
2,7,253,0.9915,"",1
2,8,274,0.9399,"",1
2,9,235,0.8521,"",1
2,10,242,0.8533,"",1
2,11,203,0.8548,"",1
2,12,273,0.9113,"",1
2,13,142,0.9556,"",1
2,14,257,0.9319,"",1
2,15,229,0.7169,"",1
2,16,336,0.7388,"",1
2,17,187,1.0182,"",1
2,18,0,NA,"",0
2,19,0,NA,"",0
2,20,0,NA,"",0
2,21,0,NA,"",0
2,22,0,NA,"",0
2,23,0,NA,"",0
2,24,0,NA,"",0
3,1,305,0.988,"",1
3,2,282,0.9564,"",1
3,3,239,1.0064,"",1
3,4,220,0.9466,"",1
3,5,223,0.9807,"",1
3,6,218,0.918,"",1
3,7,203,0.9332,"",1
3,8,216,0.9499,"",1
3,9,183,0.8412,"",1
3,10,178,0.8811,"",1
3,11,102,0.9813,"",1
3,12,250,0.896,"",1
3,13,191,0.8945,"",1
3,14,198,0.9936,"",1
3,15,0,NA,"",0
3,16,163,1.002,"",1
3,17,200,1.0036,"",1
3,18,214,1.0157,"",1
3,19,0,NA,"",0
3,20,0,NA,"",0
3,21,0,NA,"",0
3,22,0,NA,"",0
3,23,0,NA,"",0
3,24,0,NA,"",0
4,1,335,0.9582,"",1
4,2,294,1.0166,"",1
4,3,263,0.9729,"",1
4,4,275,0.9971,"",1
4,5,234,1.0069,"",1
4,6,257,0.9986,"",1
4,7,223,0.9033,"",1
4,8,246,0.9758,"",1
4,9,227,0.9276,"",1
4,10,264,0.9494,"",1
4,11,186,0.7763,"",1
4,12,270,0.8362,"",1
4,13,227,0.8569,"",1
4,14,225,0.8565,"",1
4,15,0,NA,"",0
4,16,223,0.9807,"",1
4,17,0,NA,"",0
4,18,250,1.0003,"",1
4,19,241,1.0149,"",1
4,20,265,0.9803,"",1
4,21,0,NA,"",0
4,22,0,NA,"",0
4,23,2,25.1327,"",0
4,24,296,0.9167,"",1
5,1,341,0.9682,"",1
5,2,294,0.9275,"",1
5,3,235,0.9809,"",1
5,4,227,0.9893,"",1
5,5,217,0.879,"",1
5,6,220,0.9466,"",1
5,7,188,0.9434,"",1
5,8,201,0.963,"",1
5,9,122,0.8118,"",1
5,10,208,0.8013,"",1
5,11,163,0.7915,"",1
5,12,219,0.8509,"",1
5,13,174,0.9247,"",1
5,14,0,NA,"",0
5,15,0,NA,"",0
5,16,175,1.0115,"",1
5,17,0,NA,"",0
5,18,0,NA,"",0
5,19,0,NA,"",0
5,20,0,NA,"",0
5,21,0,NA,"",0
5,22,0,NA,"",0
5,23,0,NA,"",0
5,24,0,NA,"",0
6,1,363,0.9714,"",1
6,2,323,0.9748,"",1
6,3,247,0.9402,"",1
6,4,269,0.8714,"",1
6,5,250,0.8887,"",1
6,6,261,0.9464,"",1
6,7,220,0.9982,"",1
6,8,247,0.9214,"",1
6,9,219,0.8337,"",1
6,10,247,0.968,"",1
6,11,231,0.8899,"",1
6,12,213,0.9576,"",1
6,13,254,0.8783,"",1
6,14,270,0.8984,"",1
6,15,266,0.855,"",1
6,16,312,0.9346,"",1
6,17,204,1.0237,"",1
6,18,205,0.9015,"",1
6,19,256,1.0155,"",1
6,20,0,NA,"",0
6,21,0,NA,"",0
6,22,0,NA,"",0
6,23,0,NA,"",0
6,24,0,NA,"",0
7,1,272,0.9782,"",1
7,2,265,0.9803,"",1
7,3,207,1.0149,"",1
7,4,205,1.0051,"",1
7,5,170,0.9826,"",1
7,6,189,1.0044,"",1
7,7,159,0.8366,"",1
7,8,187,0.8875,"",1
7,9,156,0.9693,"",1
7,10,168,0.8631,"",1
7,11,60,0.8774,"",1
7,12,127,0.9785,"",1
7,13,0,NA,"",0
7,14,174,0.894,"",1
7,15,0,NA,"",0
7,16,0,NA,"",0
7,17,0,NA,"",0
7,18,0,NA,"",0
7,19,0,NA,"",0
